time,value
2024-12-04T00:14:06.527014644Z,59
2024-12-04T00:14:16.615288055Z,67
2024-12-04T00:14:26.68917557Z,66
2024-12-04T00:14:36.743489168Z,62
2024-12-04T00:15:16.234853706Z,49
2024-12-04T00:15:26.329862134Z,66
2024-12-04T00:15:36.432174157Z,66
2024-12-04T00:15:46.488424403Z,61
2024-12-04T00:15:56.587904766Z,66
2024-12-04T00:16:06.696019279Z,66
2024-12-04T00:16:16.717633936Z,66
2024-12-04T00:16:53.008627399Z,56
2024-12-04T00:17:03.097074666Z,65
2024-12-04T00:17:13.291811235Z,61
2024-12-04T00:17:23.267844344Z,66
2024-12-04T00:17:33.368261456Z,66
2024-12-04T00:17:43.465075978Z,66
2024-12-04T00:17:53.54420626Z,59
2024-12-04T00:18:03.659781991Z,66
2024-12-04T00:18:13.727094355Z,66
2024-12-04T00:18:23.83987267Z,58
2024-12-04T00:18:33.911460967Z,61
2024-12-04T00:18:44.011389659Z,66
2024-12-04T00:18:54.099612589Z,66
2024-12-04T00:19:04.203210762Z,64
2024-12-04T00:19:14.293272483Z,66
2024-12-04T00:19:24.412765063Z,63
2024-12-04T00:19:34.500229319Z,66
2024-12-04T00:19:44.572122598Z,65
2024-12-04T00:19:54.672731087Z,61
2024-12-04T00:20:04.760690539Z,66
2024-12-04T00:20:14.846388664Z,66
2024-12-04T00:20:24.933108541Z,66
2024-12-04T00:20:35.033747651Z,62
2024-12-04T00:20:45.147058432Z,64
2024-12-04T00:20:55.247106793Z,61
2024-12-04T00:21:05.327694139Z,61
2024-12-04T00:21:15.400276295Z,66
2024-12-04T00:21:25.500960128Z,66
2024-12-04T00:21:35.583731921Z,66
2024-12-04T00:21:45.670298956Z,64
2024-12-04T00:21:55.755353787Z,66
2024-12-04T00:22:05.844204997Z,65
2024-12-04T00:22:56.282414614Z,56
2024-12-04T00:23:07.211192823Z,55
2024-12-04T00:23:19.235104905Z,55
2024-12-04T00:23:30.431537974Z,55
2024-12-04T00:23:41.434456907Z,55
2024-12-04T00:23:52.953584638Z,55
2024-12-04T00:24:03.807908556Z,55
2024-12-04T00:24:15.101693472Z,55
2024-12-04T00:24:26.139094294Z,55
2024-12-04T00:24:37.091262746Z,55
2024-12-04T00:24:48.609907757Z,55
2024-12-04T00:24:59.617161837Z,54
2024-12-04T00:25:10.70663687Z,54
2024-12-04T00:25:21.99086447Z,54
2024-12-04T00:25:33.110944379Z,55
2024-12-04T00:25:44.622685523Z,54
2024-12-04T00:25:55.62826935Z,54
2024-12-04T00:26:07.057590963Z,54
2024-12-04T00:26:18.055489867Z,55
2024-12-04T00:26:29.01558494Z,55
2024-12-04T00:26:40.078276013Z,55
2024-12-04T00:26:51.948654095Z,55
2024-12-04T00:27:02.935600525Z,55
2024-12-04T00:27:14.071709353Z,55
2024-12-04T00:27:24.270911773Z,55
2024-12-04T00:27:35.189762519Z,55
2024-12-04T00:28:36.913344825Z,63
2024-12-04T00:28:49.891610639Z,63
2024-12-04T00:29:02.264077035Z,65
2024-12-04T00:29:14.762883859Z,67
2024-12-04T00:29:27.191582664Z,67
2024-12-04T00:29:39.540503085Z,65
2024-12-04T00:29:51.322241002Z,65
2024-12-04T00:30:03.822518285Z,64
2024-12-04T00:30:17.169469722Z,65
2024-12-04T00:30:30.057435016Z,65
2024-12-04T00:45:20.80122003Z,72
2024-12-04T00:45:33.338010818Z,73
2024-12-04T00:46:25.871192313Z,75
2024-12-04T00:46:38.670019372Z,63
2024-12-04T00:46:51.733297785Z,63
2024-12-04T00:47:04.685156094Z,62
2024-12-04T00:47:20.681046053Z,62
2024-12-04T00:47:33.800192324Z,62
2024-12-04T00:47:47.789275442Z,61
2024-12-04T00:48:00.56270948Z,61
2024-12-04T00:48:13.350264127Z,61
2024-12-04T00:48:23.628114449Z,61
2024-12-04T00:49:25.580486606Z,72
2024-12-04T00:49:38.997462262Z,59
2024-12-04T00:49:51.751863568Z,59
2024-12-04T00:50:04.494642502Z,59
2024-12-04T00:50:19.857119701Z,59
2024-12-04T00:50:33.014504472Z,59
2024-12-04T00:50:45.814309715Z,58
2024-12-04T00:50:58.777399777Z,58
2024-12-04T00:52:03.396306421Z,70
2024-12-04T00:52:13.436222158Z,57
2024-12-04T00:52:24.232395263Z,57
2024-12-04T00:52:34.333922071Z,57
2024-12-04T00:52:44.521534242Z,57
2024-12-04T00:52:55.000247371Z,57
2024-12-04T00:53:05.055320573Z,58
2024-12-04T00:53:15.398169Z,58
2024-12-04T00:53:25.630287276Z,58
2024-12-04T00:53:35.650639504Z,57
2024-12-04T00:53:45.745580454Z,57
2024-12-04T00:53:55.843068782Z,56
2024-12-04T00:54:05.910435013Z,56
2024-12-04T00:54:15.989646065Z,56
2024-12-04T00:54:26.025180041Z,56
2024-12-04T00:54:36.041032595Z,56
2024-12-04T00:54:46.054126638Z,56
2024-12-04T00:54:56.076453227Z,56
2024-12-04T00:55:49.740761973Z,69
2024-12-04T00:56:01.237192639Z,56
2024-12-04T00:56:12.745532353Z,56
2024-12-04T00:56:22.842153186Z,56
2024-12-04T00:56:34.499396149Z,56
2024-12-04T00:56:48.719841991Z,56
2024-12-04T00:57:00.369684631Z,56
2024-12-04T00:57:11.970263494Z,55
2024-12-04T00:57:22.004851736Z,56
2024-12-04T00:57:34.081563019Z,56
2024-12-04T00:57:45.659660355Z,56
2024-12-04T00:57:57.335959117Z,55
2024-12-04T00:58:09.002489752Z,56
2024-12-04T00:58:19.569476962Z,56
2024-12-04T00:58:31.275188299Z,56
2024-12-04T00:58:42.914429965Z,56
2024-12-04T00:58:52.935423822Z,56
2024-12-04T00:59:04.576109726Z,56
2024-12-04T00:59:19.269749607Z,56
2024-12-04T00:59:31.298428809Z,56
2024-12-04T00:59:43.06163626Z,56
2024-12-04T00:59:53.160865724Z,55
2024-12-04T01:00:04.715763387Z,55
2024-12-04T01:00:19.836032675Z,55
2024-12-04T01:00:31.441276723Z,56
2024-12-04T01:00:43.00840439Z,56
2024-12-04T01:00:54.9576371Z,55
2024-12-04T01:01:06.595535173Z,55
2024-12-04T01:01:16.784657767Z,55
2024-12-04T01:01:48.417292664Z,56
2024-12-04T01:01:58.486190468Z,66
2024-12-04T01:02:08.582010182Z,66
2024-12-04T01:02:18.635338426Z,66
2024-12-04T01:02:28.686090058Z,66
2024-12-04T01:02:38.784312785Z,66
2024-12-04T01:02:49.202728394Z,63
2024-12-04T01:02:59.261869664Z,63
2024-12-04T01:03:09.352409186Z,52
2024-12-04T01:03:19.429285295Z,57
2024-12-04T01:03:29.478349971Z,49
2024-12-04T01:03:39.56896547Z,52
2024-12-04T01:03:49.670907524Z,56
2024-12-04T01:03:59.746753489Z,65
2024-12-04T01:04:09.811130124Z,59
2024-12-04T01:04:19.869482076Z,58
2024-12-04T01:04:29.962574289Z,65
2024-12-04T01:04:40.038884439Z,60
2024-12-04T01:04:50.078555403Z,66
2024-12-04T01:05:00.14099638Z,65
2024-12-04T01:05:10.232369588Z,65
2024-12-04T01:05:20.298356798Z,66
2024-12-04T01:05:30.42630953Z,63
2024-12-04T01:05:40.459626128Z,55
2024-12-04T01:05:50.527535344Z,65
2024-12-04T01:06:00.528224598Z,65
2024-12-04T01:06:10.643580676Z,56
2024-12-04T01:06:20.67982629Z,66
2024-12-04T01:06:30.77272253Z,66
2024-12-04T01:06:40.827525046Z,60
2024-12-04T01:06:50.889839478Z,55
2024-12-04T01:07:00.97404415Z,65
2024-12-04T01:07:11.080247808Z,65
2024-12-04T01:07:21.207240988Z,66
2024-12-04T01:07:31.262428472Z,65
2024-12-04T01:07:41.329951616Z,58
2024-12-04T01:07:51.412694376Z,63
2024-12-04T01:08:01.466922547Z,66
2024-12-04T01:08:11.544377492Z,66
2024-12-04T01:08:21.642570557Z,60
2024-12-04T01:08:31.701712927Z,66
2024-12-04T01:08:41.762466449Z,65
2024-12-04T01:08:51.875291141Z,57
2024-12-04T01:09:01.930924113Z,65
2024-12-04T01:09:12.017470146Z,58
2024-12-04T01:09:22.103939269Z,57
2024-12-04T01:09:32.180565849Z,65
2024-12-04T01:09:42.256390311Z,63
2024-12-04T01:09:52.304517151Z,65
2024-12-04T01:10:02.3978996Z,58
2024-12-04T01:10:12.460982101Z,66
2024-12-04T01:10:22.581658586Z,63
2024-12-04T01:10:32.600251073Z,66
2024-12-04T01:10:42.654614334Z,61
2024-12-04T01:10:52.703766332Z,65
2024-12-04T01:11:02.748854579Z,65
2024-12-04T01:11:12.810611654Z,65
2024-12-04T01:11:22.874147961Z,59
2024-12-04T01:11:32.950943807Z,65
2024-12-04T01:11:43.041684031Z,63
2024-12-04T01:11:53.119222258Z,58
2024-12-04T01:12:03.221822938Z,65
2024-12-04T01:12:13.276156754Z,58
2024-12-04T01:12:23.32938078Z,65
2024-12-04T01:12:33.395748417Z,65
2024-12-04T01:12:43.455182845Z,65
2024-12-04T01:12:53.534056747Z,63
2024-12-04T01:13:03.62638178Z,65
2024-12-04T01:13:13.687229655Z,65
2024-12-04T01:13:23.756439264Z,65
2024-12-04T01:13:33.81033289Z,65
2024-12-04T01:13:43.905864779Z,64
2024-12-04T01:13:53.983590577Z,65
2024-12-04T01:14:04.055099712Z,62
2024-12-04T01:14:14.089567486Z,65
2024-12-04T01:14:24.145538207Z,65
2024-12-04T01:14:34.27197593Z,57
2024-12-04T01:14:44.34538039Z,65
2024-12-04T01:14:54.3929856Z,65
2024-12-04T01:15:04.457606079Z,65
2024-12-04T01:15:14.521709586Z,65
2024-12-04T01:15:24.596597716Z,62
2024-12-04T01:15:34.672151154Z,62
2024-12-04T01:15:44.732359358Z,64
2024-12-04T01:15:54.788085316Z,65
2024-12-04T01:16:04.886800245Z,65
2024-12-04T01:16:14.971549562Z,58
2024-12-04T01:16:25.020880645Z,65
2024-12-04T01:16:35.089221642Z,65
2024-12-04T01:16:45.143412399Z,58
2024-12-04T01:16:55.187576493Z,65
2024-12-04T01:17:05.263022644Z,64
2024-12-04T01:17:18.4369487Z,65
2024-12-04T01:17:25.420457034Z,65
2024-12-04T01:17:35.50834713Z,65
2024-12-04T01:17:45.622988671Z,64
2024-12-04T01:17:55.674167022Z,63
2024-12-04T01:18:05.719271251Z,65
2024-12-04T01:18:17.134372937Z,65
2024-12-04T01:18:25.843260297Z,65
2024-12-04T01:18:35.896557916Z,65
2024-12-04T01:18:47.636976991Z,65
2024-12-04T01:18:56.031287816Z,65
2024-12-04T01:19:06.102326498Z,64
2024-12-04T01:19:18.140296083Z,62
2024-12-04T01:19:26.220247475Z,65
2024-12-04T01:19:36.288201268Z,65
2024-12-04T01:19:46.367940986Z,64
2024-12-04T01:19:56.434010865Z,65
2024-12-04T01:20:06.553608806Z,62
2024-12-04T01:20:16.647216581Z,56
2024-12-04T01:20:26.689688166Z,65
2024-12-04T01:20:36.776905044Z,64
2024-12-04T01:20:46.891034577Z,59
2024-12-04T01:21:09.291920345Z,62
2024-12-04T01:21:19.366875977Z,67
2024-12-04T01:21:29.792956888Z,63
2024-12-04T01:21:39.859890645Z,63
2024-12-04T01:21:49.94738968Z,58
2024-12-04T01:22:00.009624443Z,56
2024-12-04T01:22:10.079943261Z,55
2024-12-04T01:22:20.152093523Z,56
2024-12-04T01:22:50.051666141Z,52
2024-12-04T01:23:00.118473314Z,58
2024-12-04T01:23:10.151153408Z,61
2024-12-04T01:23:20.248159956Z,59
2024-12-04T01:23:30.293249863Z,59
2024-12-04T01:23:40.353547023Z,56
2024-12-04T01:23:50.431883035Z,61
2024-12-04T01:24:00.48171959Z,63
2024-12-04T01:24:10.537966966Z,56
2024-12-04T01:24:20.60128971Z,62
2024-12-04T01:24:30.63386892Z,62
2024-12-04T01:24:40.670590422Z,62
2024-12-04T01:24:50.707618033Z,58
2024-12-04T01:25:00.752788967Z,62
2024-12-04T01:25:10.795463334Z,64
2024-12-04T01:25:20.831665611Z,62
2024-12-04T01:25:30.877714994Z,59
2024-12-04T01:25:40.952612608Z,64
2024-12-04T01:25:50.993656229Z,62
2024-12-04T01:26:01.069860982Z,62
2024-12-04T01:26:11.132885496Z,64
2024-12-04T01:26:21.189416918Z,62
2024-12-04T01:26:31.260082652Z,60
2024-12-04T01:26:41.270779683Z,59
2024-12-04T01:26:51.308559931Z,62
2024-12-04T01:27:01.366734111Z,64
2024-12-04T01:27:11.456041183Z,59
2024-12-04T01:27:21.491078229Z,64
2024-12-04T01:27:31.519006655Z,64
2024-12-04T01:27:41.558671171Z,63
2024-12-04T01:27:51.591092556Z,61
2024-12-04T01:28:01.644085018Z,64
2024-12-04T01:28:11.715259199Z,64
2024-12-04T01:28:21.758951687Z,59
2024-12-04T01:28:31.786392778Z,62
2024-12-04T01:28:41.820911962Z,64
2024-12-04T01:28:51.860553347Z,62
2024-12-04T01:29:01.902440968Z,61
2024-12-04T01:29:11.973225741Z,64
2024-12-04T01:29:22.003562338Z,61
2024-12-04T01:29:32.063356895Z,65
2024-12-04T01:29:42.089230924Z,64
2024-12-04T01:29:52.119104133Z,62
2024-12-04T01:30:02.170438587Z,60
2024-12-04T01:30:12.214914049Z,65
2024-12-04T01:30:22.238306947Z,59
2024-12-04T01:30:54.858351746Z,51
2024-12-04T01:31:04.92820286Z,62
2024-12-04T01:31:14.981940604Z,62
2024-12-04T01:31:25.41493208Z,62
2024-12-04T01:31:35.444997607Z,59
2024-12-04T01:31:45.492007876Z,62
2024-12-04T01:31:55.546381009Z,59
2024-12-04T01:32:05.599293598Z,59
2024-12-04T01:32:15.614637834Z,62
2024-12-04T01:32:25.670466323Z,60
2024-12-04T01:32:35.668870588Z,58
2024-12-04T01:32:48.877909968Z,58
2024-12-04T01:32:58.930703228Z,59
2024-12-04T01:33:09.032969041Z,65
2024-12-04T01:33:19.045485638Z,64
2024-12-04T01:33:29.098446235Z,64
2024-12-04T01:33:39.15433531Z,59
2024-12-04T01:33:49.192486854Z,64
2024-12-04T01:33:59.243449444Z,62
2024-12-04T01:34:09.302767754Z,64
2024-12-04T01:34:19.337012477Z,62
2024-12-04T01:34:52.106946277Z,61
2024-12-04T01:35:02.118725212Z,64
2024-12-04T01:35:12.121478275Z,64
2024-12-04T01:35:22.132614946Z,64
2024-12-04T01:35:32.294125143Z,64
2024-12-04T01:35:42.351845124Z,59
2024-12-04T01:35:52.356369668Z,63
2024-12-04T01:36:02.360728743Z,64
2024-12-04T01:36:12.6076636Z,64
2024-12-04T01:36:22.740404524Z,64
2024-12-04T01:36:32.764479988Z,64
2024-12-04T01:36:42.813439557Z,63
2024-12-04T01:36:52.836659579Z,64
2024-12-04T01:37:03.077695027Z,62
2024-12-04T01:37:13.110539643Z,61
2024-12-04T01:37:23.121444676Z,62
2024-12-04T01:37:33.160405856Z,62
2024-12-04T01:37:43.155251546Z,61
2024-12-04T01:37:53.162462556Z,64
2024-12-04T01:38:03.185262984Z,64
2024-12-04T01:38:13.236379154Z,61
2024-12-04T01:38:23.264250371Z,62
2024-12-04T01:38:33.292422001Z,64
2024-12-04T01:38:43.33331825Z,59
2024-12-04T01:38:53.463006887Z,64
2024-12-04T01:39:03.573242128Z,63
2024-12-04T01:39:13.59716044Z,64
2024-12-04T01:39:23.62582995Z,64
2024-12-04T01:39:33.68334238Z,64
2024-12-04T01:39:43.780267243Z,61
2024-12-04T01:39:53.947171256Z,61
2024-12-04T01:40:04.072249311Z,62
2024-12-04T01:40:14.07947994Z,59
2024-12-04T01:40:24.200341122Z,61
2024-12-04T01:40:34.233933714Z,64
2024-12-04T01:40:44.273634348Z,64
2024-12-04T01:40:54.301712723Z,59
2024-12-04T01:41:04.446723842Z,64
2024-12-04T01:41:14.546021256Z,64
2024-12-04T01:41:24.713009692Z,64
2024-12-04T01:41:34.856737925Z,64
2024-12-04T01:41:44.988986647Z,64
2024-12-04T01:41:55.00065237Z,61
2024-12-04T01:42:05.020527412Z,64
2024-12-04T01:42:15.038636464Z,64
2024-12-04T01:42:25.071532466Z,64
2024-12-04T01:42:35.102642549Z,64
2024-12-04T01:42:45.13086108Z,60
2024-12-04T01:42:55.372002498Z,64
2024-12-04T01:43:05.421622041Z,62
2024-12-04T01:43:15.453007937Z,63
2024-12-04T01:43:25.475517537Z,64
2024-12-04T01:43:35.479678811Z,64
2024-12-04T01:43:45.518194181Z,62
2024-12-04T01:43:55.754407177Z,62
2024-12-04T01:44:05.759239393Z,64
2024-12-04T01:44:15.903643393Z,64
2024-12-04T01:44:25.932868888Z,64
2024-12-04T01:44:36.056246311Z,64
2024-12-04T01:44:46.135408617Z,64
2024-12-04T01:44:56.244260739Z,64
2024-12-04T01:45:06.361982341Z,61
2024-12-04T01:45:16.549739593Z,64
2024-12-04T01:45:26.624003171Z,64
2024-12-04T01:45:36.677392288Z,62
2024-12-04T01:45:46.699626379Z,61
2024-12-04T01:45:56.726256053Z,64
2024-12-04T01:46:06.75820512Z,62
2024-12-04T01:46:16.926826128Z,64
2024-12-04T01:46:26.948042113Z,64
2024-12-04T01:46:36.976786598Z,62
2024-12-04T01:46:48.435374603Z,64
2024-12-04T01:46:57.139616835Z,63
2024-12-04T01:47:07.145600252Z,64
2024-12-04T01:47:17.221942554Z,61
2024-12-04T01:47:27.224737109Z,64
2024-12-04T01:47:37.284878555Z,61
2024-12-04T01:47:47.351274824Z,64
2024-12-04T01:47:57.356719768Z,59
2024-12-04T01:48:07.384043555Z,64
2024-12-04T01:48:43.884676139Z,63
2024-12-04T01:48:54.049865056Z,59
2024-12-04T01:49:04.187428809Z,64
2024-12-04T01:49:14.25136521Z,64
2024-12-04T01:49:24.299785398Z,61
2024-12-04T01:49:34.527112085Z,55
2024-12-04T01:49:44.651617801Z,64
2024-12-04T01:49:54.792003558Z,64
2024-12-04T01:50:04.85591059Z,64
2024-12-04T01:50:37.20884634Z,58
2024-12-04T01:50:47.614467014Z,62
2024-12-04T01:50:57.542861975Z,64
2024-12-04T01:51:07.656519183Z,64
2024-12-04T01:51:17.794811455Z,61
2024-12-04T01:51:27.801817823Z,61
2024-12-04T01:51:37.818141397Z,65
2024-12-04T01:51:48.05639073Z,62
2024-12-04T01:51:58.194396553Z,61
2024-12-04T01:52:08.340437499Z,62
2024-12-04T01:52:18.497407023Z,62
2024-12-04T01:52:28.606714545Z,60
2024-12-04T01:52:38.744229378Z,60
2024-12-04T01:52:48.888297312Z,65
2024-12-04T01:52:59.004451946Z,65
2024-12-04T01:53:09.129330574Z,65
2024-12-04T01:53:19.158147341Z,65
2024-12-04T01:53:29.269680422Z,65
2024-12-04T01:53:39.388806929Z,65
2024-12-04T01:53:49.62715997Z,64
2024-12-04T01:54:33.461028692Z,53
2024-12-04T01:54:43.50109073Z,64
2024-12-04T01:54:53.512868437Z,64
2024-12-04T01:55:03.634290599Z,59
2024-12-04T01:55:13.808256615Z,64
2024-12-04T01:55:23.816509374Z,62
2024-12-04T01:55:33.827001781Z,64
2024-12-04T01:55:43.953872032Z,64
2024-12-04T01:55:53.952395593Z,61
2024-12-04T01:56:03.955859762Z,64
2024-12-04T01:56:13.966321282Z,60
2024-12-04T01:56:24.098368253Z,62
2024-12-04T01:56:34.196255624Z,64
2024-12-04T01:56:44.313792689Z,63
2024-12-04T01:56:54.561125714Z,62
2024-12-04T01:57:04.58275376Z,64
2024-12-04T01:57:14.704235939Z,59
2024-12-04T01:58:52.714747178Z,71
2024-12-04T01:59:02.859971912Z,71
2024-12-04T01:59:12.884641146Z,69
2024-12-04T01:59:22.884668248Z,67
2024-12-04T01:59:32.894750043Z,69
2024-12-04T01:59:42.906306349Z,66
2024-12-04T01:59:53.092244849Z,69
2024-12-04T02:00:03.132329902Z,68
2024-12-04T02:00:13.217872114Z,68
2024-12-04T02:00:23.334773928Z,67
2024-12-04T02:00:33.442244625Z,68
2024-12-04T02:00:43.578824553Z,68
2024-12-04T02:00:53.657565242Z,67
2024-12-04T02:01:20.801728287Z,63
2024-12-04T02:01:30.802029894Z,38
2024-12-04T02:01:40.820283587Z,38
2024-12-04T02:01:50.804786117Z,63
2024-12-04T02:02:00.804131311Z,37
2024-12-04T02:02:10.821347814Z,63
2024-12-04T02:02:20.805832744Z,36
2024-12-04T02:02:30.817863195Z,37
2024-12-04T02:02:40.806263807Z,37
2024-12-04T02:02:50.807110878Z,36
2024-12-04T02:03:00.808819396Z,36
2024-12-04T02:03:10.808145571Z,62
2024-12-04T02:03:20.809394416Z,34
2024-12-04T02:03:30.808757677Z,35
2024-12-04T02:03:40.808834947Z,35
2024-12-04T02:03:50.811385458Z,41
2024-12-04T02:04:00.811328394Z,35
2024-12-04T02:04:10.809064425Z,36
2024-12-04T02:04:20.814857116Z,35
2024-12-04T02:04:30.809695314Z,35
2024-12-04T02:04:40.83549402Z,62
2024-12-04T02:04:50.821128051Z,34
2024-12-04T02:05:00.823189832Z,34
2024-12-04T02:05:10.821857012Z,34
2024-12-04T02:05:20.827730343Z,34
2024-12-04T02:05:30.822833561Z,34
2024-12-04T02:05:40.822777609Z,34
2024-12-04T02:05:50.825318787Z,34
2024-12-04T02:06:00.82779406Z,60
2024-12-04T02:06:10.82622741Z,35
2024-12-04T02:06:20.886512551Z,61
2024-12-04T02:06:30.873206547Z,34
2024-12-04T02:06:40.871802323Z,34
2024-12-04T02:06:50.887178798Z,47
2024-12-04T02:07:20.688947889Z,60
2024-12-04T02:07:30.755443584Z,35
2024-12-04T02:07:40.837304895Z,36
2024-12-04T02:07:50.843726761Z,61
2024-12-04T02:08:00.889410003Z,61
2024-12-04T02:08:10.967909572Z,63
2024-12-04T02:08:21.002731472Z,64
2024-12-04T02:08:31.039800067Z,64
2024-12-04T02:08:41.106583189Z,63
2024-12-04T02:08:51.139110127Z,64
2024-12-04T02:09:01.195319694Z,64
2024-12-04T02:09:11.260504963Z,37
2024-12-04T02:09:21.259883566Z,55
2024-12-04T02:09:31.300686942Z,64
2024-12-04T02:09:41.364014217Z,63
2024-12-04T02:09:51.390799513Z,64
2024-12-04T02:10:01.3982452Z,64
2024-12-04T02:10:11.444961906Z,63
2024-12-04T02:10:21.47122085Z,64
2024-12-04T02:10:31.57046344Z,64
2024-12-04T02:10:41.630756714Z,64
2024-12-04T02:10:51.665040519Z,62
2024-12-04T02:11:01.668518625Z,64
2024-12-04T02:11:11.673069107Z,62
2024-12-04T02:11:41.707082167Z,57
2024-12-04T02:11:51.720486096Z,61
2024-12-04T02:12:02.16363968Z,59
2024-12-04T02:12:12.240295415Z,56
2024-12-04T02:12:22.359375999Z,55
2024-12-04T02:12:32.35502072Z,58
2024-12-04T02:12:42.455366277Z,54
2024-12-04T02:12:52.537301205Z,58
2024-12-04T02:13:02.550766518Z,55
2024-12-04T02:13:12.548417295Z,58
2024-12-04T02:13:22.648035599Z,58
2024-12-04T02:13:32.759636514Z,51
2024-12-04T02:13:42.845867373Z,56
2024-12-04T02:13:52.957622025Z,58
2024-12-04T02:14:02.96784099Z,49
2024-12-04T02:14:13.062912513Z,57
2024-12-04T02:14:23.09174821Z,58
2024-12-04T02:14:33.190459525Z,53
2024-12-04T02:14:43.296671811Z,58
2024-12-04T02:14:53.406597545Z,58
2024-12-04T02:15:03.407125799Z,52
2024-12-04T02:15:13.511335026Z,57
2024-12-04T02:15:23.614736223Z,58
2024-12-04T02:15:33.743479332Z,54
2024-12-04T02:15:43.845537754Z,60
2024-12-04T02:15:53.950907757Z,61
2024-12-04T02:16:04.020775859Z,58
2024-12-04T02:16:14.131080394Z,60
2024-12-04T02:16:24.129848956Z,61
2024-12-04T02:16:34.113162203Z,55
2024-12-04T02:16:44.204630133Z,60
2024-12-04T02:16:54.330111608Z,60
2024-12-04T02:17:04.425986882Z,59
2024-12-04T02:17:14.426398195Z,60
2024-12-04T02:17:24.443804157Z,60
2024-12-04T02:17:34.509820166Z,61
2024-12-04T02:17:44.626527226Z,60
2024-12-04T02:17:54.627566242Z,60
2024-12-04T02:18:04.734693102Z,56
2024-12-04T02:18:14.733765995Z,61
2024-12-04T02:18:24.801432885Z,60
2024-12-04T02:18:34.901615969Z,56
2024-12-04T02:18:44.901504527Z,58
2024-12-04T02:18:54.993736821Z,59
2024-12-04T02:19:05.093793477Z,57
2024-12-04T02:19:15.188404822Z,57
2024-12-04T02:19:25.201027634Z,56
2024-12-04T02:19:35.208990585Z,58
2024-12-04T02:19:45.337865484Z,57
2024-12-04T02:19:55.432649714Z,56
2024-12-04T02:20:05.434494856Z,58
2024-12-04T02:20:15.521996513Z,59
2024-12-04T02:20:25.522542871Z,58
2024-12-04T02:20:35.633781371Z,58
2024-12-04T02:20:45.738409812Z,54
2024-12-04T02:20:55.86872713Z,57
